S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm),Required_Actions
100,8.1,0.4,0.31,26.0,296.0,0.24,3.1,0.42,4.82,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
101,8.0,0.42,0.26,20.0,310.0,0.32,2.92,0.28,3.4,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
102,8.3,0.56,0.22,18.0,268.0,0.26,2.42,0.32,4.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
103,8.4,0.28,0.35,15.0,381.0,0.38,3.28,0.26,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
104,8.1,0.31,0.16,18.0,367.0,0.42,4.2,0.32,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
105,8.1,0.61,0.19,20.0,254.0,0.28,3.78,0.28,2.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
106,8.2,0.71,0.27,49.0,212.0,0.32,3.24,0.32,3.28,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
107,8.1,0.67,0.21,51.0,240.0,0.28,3.78,0.26,3.4,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
108,7.9,0.59,0.32,54.0,353.0,0.32,3.4,0.32,2.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
109,8.1,0.35,0.25,46.0,339.0,0.42,3.42,0.423,3.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
110,7.8,0.39,0.2,44.0,381.0,0.28,3.78,0.36,4.2,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
111,8.1,0.53,0.17,41.0,367.0,0.26,2.92,0.4,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
112,8.1,0.48,0.26,38.0,296.0,0.32,3.2,0.26,3.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
113,8.2,0.42,0.39,36.0,240.0,0.44,3.42,0.26,3.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
114,8.1,0.4,0.31,33.0,296.0,0.4,3.8,0.32,3.42,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
115,7.8,0.6,0.26,31.0,254.0,0.28,2.98,0.28,3.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
116,8.1,0.55,0.21,28.0,310.0,0.32,3.42,0.3,4.32,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
117,8.0,0.49,0.29,26.0,339.0,0.24,3.1,0.42,4.82,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
118,8.1,0.43,0.32,20.0,353.0,0.32,2.92,0.28,3.4,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
119,8.0,0.47,0.22,18.0,367.0,0.26,2.42,0.32,4.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
120,7.9,0.6,0.18,15.0,381.0,0.38,3.28,0.26,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
121,8.0,0.42,0.27,18.0,395.0,0.42,4.2,0.32,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
122,8.6,0.15,0.32,20.0,240.0,0.28,3.78,0.28,2.88,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
123,8.5,0.16,0.25,23.0,254.0,0.24,4.26,0.42,2.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
124,8.37,0.1,0.16,26.0,282.0,0.26,2.98,0.36,3.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
125,8.6,0.12,0.19,38.0,310.0,0.32,3.26,0.4,3.8,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
126,8.6,0.1,0.23,26.0,296.0,0.28,3.78,0.28,2.82,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
127,8.4,0.11,0.21,31.0,381.0,0.32,3.42,0.26,3.2,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
128,8.3,0.14,0.18,33.0,353.0,0.28,3.78,0.42,4.48,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
129,8.4,0.12,0.25,26.0,226.0,0.26,2.98,0.36,3.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
130,8.1,0.12,0.21,38.0,381.0,0.32,3.26,0.4,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
131,8.4,0.1,0.3,26.0,353.0,0.28,3.78,0.28,2.82,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
132,8.4,0.11,0.29,31.0,226.0,0.32,3.42,0.26,3.2,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
133,8.1,0.15,0.21,33.0,226.0,0.28,3.78,0.42,4.48,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
134,8.0,0.1,0.27,49.0,310.0,0.32,3.24,0.32,3.28,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
135,8.9,0.13,0.21,51.0,353.0,0.28,3.78,0.26,3.4,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
136,8.7,0.15,0.29,54.0,282.0,0.32,3.4,0.32,2.8,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
137,8.7,0.12,0.12,46.0,325.0,0.42,3.42,0.423,3.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
138,8.6,0.14,0.19,44.0,353.0,0.28,3.78,0.36,4.2,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
139,8.7,0.1,0.23,41.0,296.0,0.26,2.92,0.4,4.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
140,8.6,0.13,0.2,38.0,367.0,0.32,3.2,0.26,3.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
141,8.5,0.13,0.18,36.0,381.0,0.44,3.42,0.26,3.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
142,8.5,0.12,0.29,33.0,254.0,0.4,3.8,0.32,3.42,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
143,8.6,0.15,0.32,31.0,296.0,0.28,2.98,0.28,3.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
144,8.4,0.15,0.26,28.0,353.0,0.32,3.42,0.3,4.32,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
145,8.7,0.12,0.22,26.0,381.0,0.24,3.1,0.42,4.82,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
146,8.6,0.1,0.35,20.0,409.0,0.32,2.92,0.28,3.4,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
147,8.6,0.16,0.16,18.0,367.0,0.26,2.42,0.32,4.26,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
148,8.7,0.11,0.19,15.0,296.0,0.38,3.28,0.26,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
149,8.5,0.16,0.27,18.0,282.0,0.42,4.2,0.32,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
150,8.5,0.14,0.21,20.0,254.0,0.28,3.78,0.28,2.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
151,8.3,0.24,0.32,23.0,353.0,0.24,4.26,0.42,2.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
152,8.3,0.3,0.25,26.0,339.0,0.26,2.98,0.36,3.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
153,8.2,0.31,0.2,38.0,296.0,0.32,3.26,0.4,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
154,7.8,0.56,0.17,26.0,240.0,0.28,3.78,0.28,2.82,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
155,7.8,0.5,0.26,31.0,268.0,0.32,3.42,0.26,3.2,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
156,8.1,0.49,0.39,33.0,296.0,0.28,3.78,0.42,4.48,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
157,8.0,0.56,0.31,26.0,240.0,0.28,3.78,0.28,2.82,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
158,8.1,0.5,0.26,31.0,268.0,0.32,3.42,0.26,3.2,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
159,8.1,0.71,0.21,33.0,296.0,0.28,3.78,0.42,4.48,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
160,7.9,0.54,0.29,20.0,367.0,0.42,2.42,0.26,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
161,8.1,0.51,0.32,26.0,296.0,0.28,2.92,0.28,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
162,8.2,0.3,0.11,46.0,310.0,0.36,3.1,0.46,2.86,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
163,8.3,0.32,0.14,41.0,395.0,0.38,2.9,0.54,3.14,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
164,8.3,0.3,0.3,29.0,310.0,0.44,2.42,0.38,3.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
165,8.3,0.3,0.19,27.0,296.0,0.28,3.42,0.22,3.6,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
166,8.1,0.32,0.15,45.0,282.0,0.32,3.1,0.36,4.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
167,8.3,0.35,0.18,42.0,409.0,0.26,3.48,0.3,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
168,8.2,0.56,0.11,23.0,452.0,0.4,2.88,0.24,2.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
169,8.5,0.27,0.13,28.0,381.0,0.74,3.2,0.28,3.5,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Iron (Fe) is Low -> Apply Ferrous Sulfate
170,8.7,0.27,0.19,23.0,480.0,0.38,3.94,0.44,4.14,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
171,8.1,0.31,0.22,26.0,395.0,0.72,2.24,0.4,4.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Iron (Fe) is Low -> Apply Ferrous Sulfate
172,8.4,0.42,0.18,39.0,240.0,0.38,2.8,0.54,3.28,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
173,8.2,0.58,0.13,43.0,381.0,0.46,3.18,0.36,4.5,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
174,8.1,0.41,0.19,28.0,339.0,0.44,3.58,0.28,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
175,8.4,0.36,0.1,48.0,282.0,0.36,3.9,0.44,2.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
176,8.6,0.33,0.22,39.0,240.0,0.3,2.98,0.4,3.26,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
177,8.4,0.51,0.18,28.0,212.0,0.28,2.8,0.28,4.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
178,8.3,0.47,0.14,38.0,240.0,0.22,3.24,0.44,2.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
179,8.5,0.45,0.11,26.0,268.0,0.42,3.78,0.4,3.36,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
180,8.2,0.56,0.16,31.0,254.0,0.3,3.5,0.36,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
181,8.6,0.53,0.21,28.0,339.0,0.42,3.1,0.28,2.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
182,8.7,0.53,0.14,26.0,317.0,0.44,2.9,0.28,4.12,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
183,8.4,0.39,0.13,23.0,367.0,0.26,3.8,0.32,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
184,8.4,0.57,0.19,26.0,240.0,0.32,2.42,0.28,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
185,8.1,0.38,0.18,20.0,296.0,0.28,2.92,0.32,3.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
186,8.0,0.52,0.28,23.0,353.0,0.38,3.18,0.24,2.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
187,8.2,0.7,0.11,28.0,321.0,0.28,3.24,0.36,3.56,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
188,8.3,0.58,0.18,26.0,367.0,0.26,3.1,0.22,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
189,8.3,0.37,0.24,20.0,313.0,0.36,2.9,0.38,2.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
190,8.5,0.25,0.21,18.0,310.0,0.34,3.18,0.48,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
191,8.6,0.29,0.18,325.0,254.0,0.38,3.9,0.4,2.94,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
192,8.3,0.29,0.19,41.0,269.0,0.22,3.1,0.42,4.4,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
193,8.3,0.24,0.33,15.0,325.0,0.3,2.42,0.36,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
194,8.4,0.54,0.17,18.0,296.0,0.26,1.46,0.22,5.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
195,8.1,0.41,0.18,15.0,423.0,0.32,3.4,0.44,4.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
196,8.2,0.36,0.19,36.0,296.0,0.28,2.5,0.32,3.8,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
197,8.8,0.36,0.15,15.0,339.0,0.28,3.1,0.26,4.4,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
