S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm)
363,8.2,0.18,0.14,41.0,298.0,0.4,3.42,0.54,4.44
364,8.1,0.98,0.16,4.3,343.0,0.36,3.68,0.5,4.68
365,8.3,0.23,0.18,48.0,270.0,0.38,3.88,0.52,4.44
366,8.2,0.23,0.19,37.0,289.0,0.34,3.98,0.344,4.88
367,8.2,0.18,0.2,44.0,301.0,0.34,3.78,0.46,4.82
368,8.1,0.19,0.14,48.0,328.0,0.32,3.74,0.38,4.64
369,8.2,0.24,0.14,43.0,298.0,0.36,3.68,0.42,4.62
370,8.1,0.28,0.16,39.0,311.0,0.24,3.46,0.46,4.44
371,8.2,0.28,0.2,41.0,309.0,0.28,3.4,0.4,4.5
372,8.3,0.23,0.16,39.0,378.0,0.34,3.68,0.46,4.56
373,8.2,0.22,0.22,36.0,369.0,0.38,3.44,0.48,4.58
374,8.2,0.23,0.24,38.0,328.0,0.36,3.58,0.44,5.1
375,8.1,0.24,0.2,36.0,318.0,0.32,3.64,0.4,4.66
376,8.2,0.19,0.18,28.0,288.0,0.46,3.86,0.48,4.68
377,8.2,0.25,0.16,42.0,291.0,0.42,3.94,0.46,4.76
378,8.2,0.27,0.18,43.0,342.0,0.44,3.96,0.52,4.86
379,8.1,0.24,0.16,44.0,378.0,0.48,3.46,0.56,4.76
380,8.2,0.19,0.14,39.0,318.0,0.42,3.44,0.54,4.88
381,8.3,0.2,0.2,36.0,298.0,0.4,3.64,0.58,4.68
382,8.4,0.23,0.24,43.0,309.0,0.46,3.88,0.46,4.96
383,8.4,0.27,0.3,39.0,378.0,0.42,3.68,0.44,4.94
384,8.3,0.26,0.28,41.0,312.0,0.48,3.76,0.52,4.68
385,8.6,0.75,0.28,41.0,342.0,0.28,2.96,0.46,4.52
386,8.1,1.46,0.26,43.0,362.0,0.36,3.88,0.48,4.68
387,8.0,2.66,0.16,38.0,247.0,0.34,3.46,0.48,4.84
388,8.4,0.64,0.18,44.0,312.0,0.38,3.94,0.44,4.76
389,8.2,1.91,0.22,41.0,342.0,0.34,3.88,0.52,4.64
390,8.1,3.48,0.24,42.0,298.0,0.36,3.68,0.56,4.52
391,8.2,3.2,0.18,43.0,369.0,0.34,3.44,0.58,4.64
392,8.1,1.61,0.16,44.0,328.0,0.38,3.64,0.54,4.46
393,8.0,2.98,0.14,39.0,318.0,0.34,3.46,0.58,4.76
394,8.2,2.6,0.18,47.0,288.0,0.36,3.96,0.52,4.44
395,8.2,0.17,0.2,41.0,362.0,0.26,2.98,0.46,4.56
396,8.1,0.51,0.22,38.0,288.0,0.24,3.46,0.48,4.64
397,8.0,0.56,0.26,36.0,427.0,0.38,3.44,0.44,4.68
398,8.1,0.37,0.14,37.0,309.0,0.36,3.86,0.46,4.96
399,8.2,0.38,0.18,48.0,298.0,0.34,3.46,0.42,4.86
400,8.0,0.43,0.28,43.0,349.0,0.38,3.46,0.52,4.76
401,7.9,0.44,0.2,43.0,328.0,0.34,3.76,0.56,4.44
402,7.9,0.42,0.18,38.0,318.0,0.36,3.64,0.58,4.64
403,7.9,0.41,0.26,39.0,378.0,0.34,3.86,0.5,4.84
404,8.0,0.42,0.28,47.0,312.0,0.38,3.76,0.56,4.76
405,8.1,0.51,0.24,43.0,247.0,0.4,3.46,0.58,4.88
406,8.0,0.44,0.14,43.0,369.0,0.26,3.88,0.54,4.78
407,8.1,0.54,0.22,44.0,288.0,0.24,3.76,0.58,4.84
408,8.1,0.38,0.28,36.0,298.0,0.28,3.64,0.56,4.1
409,8.2,0.43,0.3,39.0,369.0,0.24,3.86,0.54,4.18
410,8.0,0.39,0.28,43.0,378.0,0.36,3.44,0.46,4.2
411,8.0,44.0,0.24,36.0,362.0,0.34,3.68,0.48,4.4
412,8.1,0.58,0.2,28.0,342.0,0.38,3.96,0.4,4.46
413,7.9,0.45,0.18,28.0,281.0,0.34,3.44,0.6,4.76
414,8.0,0.39,0.14,43.0,312.0,0.38,3.44,0.46,4.18
415,8.3,0.28,0.3,39.0,312.0,0.26,2.48,0.48,4.76
416,8.2,0.26,0.26,44.0,317.0,0.34,3.76,0.46,4.86
417,8.1,0.28,0.14,41.0,340.0,0.36,3.88,0.44,4.44
418,8.2,0.29,0.18,43.0,294.0,0.38,3.46,0.46,4.68
419,8.2,0.28,0.22,42.0,360.0,0.34,3.76,0.42,4.76
420,8.5,0.23,0.3,48.0,321.0,0.36,3.64,0.52,4.44
421,8.2,0.29,0.2,38.0,309.0,0.39,3.88,0.58,4.64
422,8.5,0.2,0.34,39.0,287.0,0.34,3.48,0.56,4.68
423,8.3,0.27,0.32,36.0,340.0,0.36,3.47,0.54,4.76
424,8.3,0.28,0.3,41.0,281.0,0.4,3.64,0.52,4.68
425,8.2,0.28,0.28,39.0,378.0,0.28,3.88,0.56,4.76
426,8.3,0.22,0.24,48.0,360.0,0.28,3.76,0.52,4.88
427,8.3,0.27,0.28,42.0,340.0,0.26,3.68,0.54,4.44
428,8.3,0.24,0.18,39.0,361.0,0.38,3.46,0.58,4.64
429,8.2,0.23,0.19,47.0,311.0,0.36,3.74,0.56,4.86
430,8.3,0.26,0.14,42.0,369.0,0.34,3.84,0.54,4.82
431,8.4,0.28,0.1,44.0,312.0,0.38,3.94,0.54,4.6
432,8.3,0.26,0.14,39.0,317.0,0.34,3.76,0.6,4.68
433,8.3,0.28,0.29,36.0,294.0,0.28,3.52,0.52,4.76
434,8.2,0.27,0.18,48.0,308.0,0.28,3.78,0.48,4.44
435,8.2,0.29,0.2,47.0,378.0,0.26,3.44,0.42,4.68
436,8.3,0.28,0.32,42.0,328.0,0.24,2.98,0.46,4.44
437,8.4,0.28,0.14,39.0,411.0,0.34,2.96,0.48,4.62
438,8.2,0.27,0.29,42.0,298.0,0.38,2.86,0.44,5.52
439,8.1,0.28,0.27,48.0,281.0,0.36,3.22,0.42,5.1
440,8.2,0.27,0.23,47.0,269.0,0.28,3.12,0.46,5.44
441,8.3,0.23,0.32,39.0,327.0,0.26,3.44,0.44,5.12
442,8.4,0.28,0.25,44.0,342.0,0.34,3.76,0.42,5.64
443,8.3,0.27,0.18,28.0,342.0,0.36,3.68,0.48,5.86
444,8.5,0.26,0.14,39.0,309.0,0.38,3.76,0.46,5.64
445,8.1,0.28,0.13,39.0,369.0,0.28,3.76,0.46,4.76
446,8.5,0.29,0.18,28.0,319.0,0.3,3.88,0.44,4.88
447,8.2,0.27,0.21,47.0,342.0,0.26,3.36,0.52,4.86
448,8.3,0.22,0.13,41.0,318.0,0.38,3.3,0.56,4.44
449,8.4,0.24,0.27,43.0,287.0,0.4,3.64,0.5,4.76
450,8.2,0.26,0.18,38.0,301.0,0.42,2.78,0.38,3.78
451,8.3,0.25,0.13,37.0,289.0,0.28,2.4,0.42,4.1
452,8.4,0.28,0.21,42.0,369.0,0.32,3.1,0.4,2.82
453,8.5,0.24,0.17,48.0,309.0,0.28,3.76,0.24,3.42
454,8.2,0.26,0.14,41.0,312.0,0.36,3.42,0.22,3.1
455,8.1,0.27,0.11,38.0,281.0,0.24,3.1,0.38,2.98
456,8.2,0.28,0.18,39.0,327.0,0.32,2.64,0.26,3.54
457,8.5,0.23,0.21,36.0,318.0,0.28,3.24,0.32,3.78
458,8.3,0.22,0.27,31.0,314.0,0.24,3.1,0.26,3.42
459,8.4,0.24,0.14,42.0,302.0,0.32,2.94,0.38,2.7
460,8.3,0.23,0.19,41.0,281.0,0.28,3.24,0.3,3.26
461,8.2,0.25,0.23,36.0,283.0,0.32,3.1,0.24,3.78
462,8.4,0.27,0.21,42.0,269.0,0.26,2.82,0.38,4.1
463,8.2,0.29,0.27,38.0,327.0,0.38,3.54,0.24,2.82
464,8.4,0.22,0.11,28.0,342.0,0.44,3.26,0.32,3.54
465,8.3,0.29,0.18,47.0,317.0,0.4,4.1,0.6,3.1
466,8.4,0.24,0.23,42.0,308.0,0.32,3.78,0.38,3.18
467,8.5,0.26,0.18,41.0,302.0,0.28,3.1,0.44,3.84
468,8.1,0.29,0.13,38.0,287.0,0.24,2.88,0.4,3.1
469,8.2,0.28,0.21,36.0,314.0,0.22,2.54,0.38,2.82
470,8.2,0.26,0.27,42.0,283.0,0.36,3.26,0.24,3.78
471,8.3,0.2,0.14,28.0,342.0,0.28,3.7,0.38,3.1
472,8.4,0.27,0.11,47.0,269.0,0.3,3.18,0.44,2.88
473,8.3,0.22,0.17,41.0,314.0,0.28,2.42,0.4,3.24
474,8.5,0.25,0.11,36.0,328.0,0.3,3.78,0.38,3.1
475,8.6,0.26,0.17,36.0,411.0,0.4,3.14,0.28,4.18
476,8.7,0.24,0.21,31.0,301.0,0.22,3.62,0.42,5.2
477,8.5,0.28,0.14,38.0,269.0,0.38,3.18,0.56,4.7
478,8.4,0.27,0.16,28.0,327.0,0.24,3.4,0.42,3.46
479,8.5,0.24,0.23,43.0,342.0,0.28,2.9,0.28,4.78
480,8.1,0.23,0.21,42.0,301.0,0.36,3.6,0.42,4.1
481,8.6,0.24,0.18,36.0,324.0,0.4,3.1,0.36,4.6
482,8.3,0.28,0.14,29.0,311.0,0.26,2.92,0.28,3.92
483,8.4,0.27,0.17,42.0,392.0,0.32,3.54,0.38,3.8
484,8.7,0.23,0.11,48.0,281.0,0.28,3.1,0.54,4.18
485,8.5,0.22,0.23,31.0,284.0,0.34,2.8,0.38,4.7
486,8.1,0.2,0.2,39.0,361.0,0.3,3.24,0.32,4.1
487,8.4,0.24,0.18,43.0,369.0,0.28,2.72,0.28,2.9
488,8.3,0.2,0.13,36.0,287.0,0.24,2.64,0.42,3.8
489,8.4,0.25,0.2,28.0,311.0,0.28,3.4,0.39,4.26
490,8.8,0.1,0.13,37.0,326.0,0.2,3.54,0.44,3.82
491,9.2,0.09,0.21,28.0,291.0,0.36,3.1,0.38,4.7
492,9.0,0.17,0.27,44.0,284.0,0.28,2.98,0.28,3.54
493,9.3,0.21,0.18,49.0,318.0,0.32,3.54,0.42,3.9
494,8.9,0.14,0.11,43.0,392.0,0.28,3.82,0.36,4.54
495,8.8,0.18,0.13,28.0,287.0,0.32,3.42,0.28,4.9
496,8.9,0.21,0.2,49.0,284.0,0.28,3.1,0.3,3.82
497,9.3,0.15,0.14,44.0,328.0,0.42,2.82,0.42,3.42
498,8.9,0.15,0.16,34.0,304.0,0.4,2.64,0.28,3.4
499,9.3,0.14,0.19,58.0,318.0,0.28,3.64,0.44,4.82
500,9.4,0.2,0.21,31.0,392.0,0.34,3.42,0.48,3.78
501,9.3,0.18,0.18,44.0,287.0,0.42,3.94,0.46,3.42
502,9.3,0.24,0.21,28.0,392.0,0.24,2.82,0.38,2.4
503,9.4,0.2,0.11,39.0,326.0,0.38,3.52,0.24,3.58
504,9.4,0.11,0.17,43.0,361.0,0.3,3.42,0.44,4.4
505,9.2,0.19,0.21,34.0,343.0,0.22,3.16,0.52,4.12
506,9.1,0.21,0.13,31.0,311.0,0.38,3.78,0.36,4.78
507,9.4,0.24,0.18,38.0,284.0,0.26,4.1,0.42,4.12
508,9.3,0.25,0.21,42.0,287.0,0.32,3.42,0.38,4.38
509,9.3,0.21,0.18,49.0,348.0,0.26,3.94,0.44,4.94
510,8.8,0.14,0.21,32.0,326.0,0.42,3.54,0.58,5.2
511,9.3,0.18,0.14,44.0,287.0,0.38,3.78,0.26,4.78
512,9.3,0.1,0.19,41.0,318.0,0.24,4.24,0.3,5.4
513,8.8,0.15,0.21,37.0,311.0,0.32,4.0,0.28,5.82
514,9.3,0.29,0.23,34.0,318.0,0.26,3.14,0.42,4.26
515,9.0,0.15,0.31,28.0,304.0,0.38,3.26,0.38,4.1
516,8.9,0.23,0.25,43.0,284.0,0.24,4.1,0.46,3.78
517,9.1,0.27,0.16,31.0,311.0,0.38,2.86,0.28,3.1
518,9.4,0.2,0.11,42.0,287.0,0.42,3.26,0.32,2.82
519,9.2,0.14,0.15,58.0,348.0,0.36,3.7,0.24,3.54
520,9.0,0.19,0.12,44.0,291.0,0.28,3.42,0.32,3.1
521,8.8,0.31,0.18,28.0,287.0,0.24,2.78,0.28,2.98
522,8.7,0.21,0.21,28.0,311.0,0.34,2.94,0.54,3.54
523,8.9,0.25,0.29,31.0,343.0,0.28,3.42,0.42,3.1
524,8.9,0.41,0.14,49.0,324.0,0.32,3.4,0.48,2.98
525,9.4,0.18,0.11,58.0,284.0,0.26,3.1,0.4,4.1
526,9.1,0.14,0.17,32.0,361.0,0.44,2.94,0.48,4.9
527,8.5,0.99,0.31,26.0,325.0,0.32,3.48,0.24,3.82
528,8.3,1.14,0.27,20.0,452.0,0.24,3.82,0.32,4.54
529,8.7,0.73,0.21,18.0,212.0,0.48,3.1,0.26,3.26
530,8.4,0.96,0.41,26.0,494.0,0.36,2.82,0.38,4.18
531,8.7,0.75,0.2,49.0,381.0,0.32,2.94,0.44,4.3
532,8.7,0.4,0.17,41.0,367.0,0.28,3.24,0.4,2.94
533,8.8,0.23,0.27,31.0,310.0,0.44,2.9,0.32,3.42
534,8.6,0.2,0.21,38.0,480.0,0.4,3.14,0.28,3.82
535,8.7,0.15,0.18,49.0,522.0,0.34,3.78,0.34,4.6
536,8.2,2.79,0.37,59.0,409.0,0.26,2.82,0.28,4.1
537,8.0,,0.23,41.0,367.0,0.32,3.54,0.36,2.82
538,8.4,3.29,0.21,33.0,480.0,0.28,3.1,0.3,2.42
539,8.5,4.08,0.37,51.0,310.0,0.4,2.82,0.28,3.28
540,8.9,1.15,0.28,28.0,268.0,0.28,3.54,0.44,4.72
541,9.1,0.31,0.19,20.0,437.0,0.22,3.78,0.26,3.26
542,8.6,0.78,0.25,46.0,579.0,0.36,2.98,0.32,3.92
543,8.0,1.1,0.2,38.0,452.0,0.3,3.4,0.28,4.7
544,8.7,1.7,0.18,54.0,381.0,0.28,3.18,0.34,4.18
545,8.9,0.91,0.32,61.0,296.0,0.36,2.98,0.26,2.92
546,9.1,0.38,0.28,46.0,254.0,0.3,3.26,0.32,3.54
547,8.6,1.4,0.21,41.0,310.0,0.28,3.44,0.22,3.24
548,8.8,1.1,0.36,33.0,423.0,0.24,2.56,0.28,3.18
549,8.0,0.29,0.25,28.0,466.0,0.2,3.54,0.38,4.18
550,8.4,0.81,0.42,20.0,367.0,0.28,3.1,0.24,2.94
551,9.2,0.13,0.18,18.0,296.0,0.24,3.24,0.42,3.64
552,9.1,0.1,0.21,61.0,423.0,0.36,2.98,0.22,4.32
553,8.9,0.14,0.13,41.0,212.0,0.44,3.5,0.28,4.8
554,8.8,0.11,0.15,33.0,409.0,0.32,3.26,0.34,2.82
555,8.9,0.18,0.25,26.0,494.0,0.28,3.7,0.3,5.54
556,9.1,0.11,0.1,51.0,466.0,0.24,2.98,0.26,3.1
557,9.0,0.17,0.17,38.0,240.0,0.22,2.7,0.34,2.88
558,8.7,0.1,0.21,26.0,268.0,0.38,3.34,0.46,4.26
559,8.9,0.18,0.16,23.0,423.0,0.28,3.48,0.4,4.7
560,9.2,0.23,0.19,46.0,508.0,0.32,3.1,0.28,5.26
561,9.1,0.15,0.21,38.0,409.0,0.26,3.24,0.32,3.74
562,9.1,0.13,0.24,18.0,381.0,0.28,2.28,0.28,3.92
563,8.9,0.24,0.17,23.0,282.0,0.34,3.28,0.36,4.12
564,8.8,0.21,31.0,31.0,452.0,0.32,3.4,0.24,4.8
565,8.9,0.17,0.11,46.0,367.0,0.3,3.72,0.42,3.78
566,9.4,0.16,0.19,33.0,282.0,0.28,2.48,0.26,3.42
567,9.2,0.11,0.21,28.0,310.0,0.36,3.24,0.32,3.6
568,9.0,0.18,0.15,23.0,409.0,0.34,3.6,0.28,2.52
569,9.1,0.1,0.27,49.0,480.0,0.3,3.78,0.44,3.78
570,8.6,0.23,0.21,38.0,310.0,0.22,3.1,0.4,3.54
571,8.8,0.27,0.18,26.0,423.0,0.28,2.84,0.28,3.42
572,8.8,0.1,0.11,23.0,254.0,0.32,3.18,0.32,3.8
573,9.0,0.16,0.19,56.0,367.0,0.38,2.88,0.48,4.42
574,9.4,0.27,0.23,44.0,480.0,0.24,2.94,0.38,3.64
575,9.0,0.2,0.15,23.0,282.0,0.26,3.42,0.32,4.9
576,8.9,0.15,0.21,36.0,466.0,0.32,2.76,0.28,3.82
577,9.4,0.13,0.18,20.0,494.0,0.2,3.28,0.42,4.18
578,9.5,0.29,0.4,41.0,254.0,0.36,3.5,0.38,3.56
579,9.0,0.18,0.18,49.0,423.0,0.38,2.82,0.28,3.92
580,9.4,0.14,0.11,61.0,508.0,0.26,3.78,0.32,4.84
581,9.4,0.18,0.4,44.0,325.0,0.32,3.12,0.26,3.12
582,9.1,0.13,0.23,67.0,381.0,0.28,2.98,0.38,3.48
583,8.9,0.21,0.18,28.0,409.0,0.4,3.46,0.42,4.46
584,9.2,0.27,0.21,20.0,452.0,0.26,3.24,0.38,3.82
585,9.0,0.2,0.18,18.0,367.0,0.32,3.78,0.42,3.1
586,8.9,0.17,0.11,26.0,494.0,0.28,3.54,0.28,2.82
587,9.1,0.11,0.14,28.0,452.0,0.36,3.26,0.32,3.54
588,9.0,0.15,0.17,41.0,508.0,0.42,2.8,0.28,3.18
589,9.2,0.2,0.21,61.0,367.0,0.38,3.18,0.36,2.82
590,9.0,0.18,0.18,44.0,310.0,0.42,2.82,0.42,3.6
591,8.3,0.08,0.4,31.0,409.0,0.32,3.4,0.26,3.1
592,8.3,0.1,0.13,20.0,296.0,0.26,2.72,0.38,4.72
593,8.4,0.08,0.22,18.0,396.0,0.38,3.58,0.44,3.8
594,8.2,0.09,0.18,23.0,466.0,0.4,3.8,0.4,4.26
595,8.0,0.12,0.14,31.0,367.0,0.26,2.46,0.38,2.94
596,8.0,0.09,0.18,38.0,325.0,0.32,3.4,0.28,3.56
597,8.2,0.09,0.11,46.0,423.0,0.28,2.88,0.32,4.26
598,8.4,0.07,0.19,59.0,296.0,0.32,3.54,0.28,4.7
599,8.6,0.09,0.23,64.0,480.0,0.28,3.1,0.32,2.88
600,8.8,0.11,0.2,41.0,395.0,0.24,2.82,0.26,3.26
601,8.8,0.13,0.17,26.0,367.0,0.36,3.78,0.28,4.18
602,8.2,0.21,0.14,20.0,310.0,0.4,4.1,0.4,4.7
603,8.7,0.18,0.15,33.0,437.0,0.26,3.1,0.44,3.7
604,8.1,0.21,0.23,49.0,367.0,0.38,2.42,0.26,2.82
605,8.5,0.18,0.13,59.0,325.0,0.32,3.26,0.32,3.42
606,8.6,0.15,0.17,38.0,452.0,0.26,3.1,0.28,3.42
607,8.5,0.21,0.21,31.0,310.0,0.38,4.26,0.32,4.78
608,8.3,0.29,0.27,23.0,409.0,0.22,3.28,0.28,3.56
609,8.0,0.17,0.15,18.0,480.0,0.36,3.54,0.34,3.8
610,8.6,0.15,0.22,33.0,395.0,0.42,2.58,0.3,2.78
611,8.5,0.11,0.31,49.0,325.0,0.38,3.1,0.28,3.26
612,8.4,0.14,0.14,67.0,296.0,0.28,2.98,0.36,3.8
613,8.2,0.19,0.19,31.0,381.0,0.32,3.26,0.3,3.42
614,8.3,0.21,0.23,23.0,480.0,0.4,3.78,0.26,4.18
615,8.5,0.28,0.21,44.0,282.0,0.28,4.12,0.38,4.52
616,8.7,0.19,0.15,36.0,254.0,0.32,3.7,0.3,3.72
617,8.4,0.14,0.13,44.0,480.0,0.26,2.42,0.26,3.42
618,8.6,0.15,0.27,23.0,508.0,0.38,3.1,0.38,3.94
619,8.4,0.21,0.21,18.0,437.0,0.24,2.94,0.24,4.34
620,8.2,0.23,0.18,26.0,282.0,0.32,3.54,0.38,3.78
621,8.0,0.18,0.14,28.0,325.0,0.26,3.64,0.32,4.78
622,8.4,0.15,0.11,46.0,296.0,0.3,3.18,0.26,3.56
623,8.5,0.11,0.19,41.0,254.0,0.28,3.54,0.38,3.78
624,8.7,0.24,0.21,33.0,437.0,0.32,3.92,0.24,3.92
625,8.1,0.1,0.24,28.0,480.0,0.28,3.18,0.38,3.18
626,8.2,0.13,0.2,26.0,381.0,0.22,3.42,0.38,3.78
627,8.4,0.28,0.15,69.0,282.0,0.38,2.78,0.32,3.26
628,8.1,0.13,0.18,49.0,325.0,0.3,3.54,0.28,3.54
629,8.6,0.21,0.22,41.0,254.0,0.24,2.72,0.34,3.8
630,8.4,0.11,0.13,33.0,423.0,0.26,3.12,0.38,3.42
631,8.1,0.19,0.27,20.0,296.0,0.38,3.8,0.38,3.78
632,8.7,0.41,0.2,31.0,381.0,0.42,2.84,0.42,4.54
633,8.3,0.21,0.31,26.0,310.0,0.26,3.26,0.24,3.64
634,8.5,0.15,0.13,18.0,395.0,0.38,3.42,0.38,3.28
635,8.7,0.12,0.21,23.0,480.0,0.4,2.98,0.48,4.24
636,8.1,0.18,0.18,44.0,381.0,0.22,3.78,0.26,4.7
637,8.6,0.21,0.15,33.0,254.0,0.28,3.4,0.38,3.28
638,8.4,0.18,0.19,31.0,339.0,0.32,3.54,0.28,3.92
639,8.3,0.23,0.22,26.0,409.0,0.28,2.96,0.3,3.78
640,8.2,0.17,0.27,46.0,381.0,0.3,2.88,0.28,4.28
641,8.7,0.26,0.16,33.0,296.0,0.26,3.54,0.32,4.1
642,8.4,0.1,0.13,51.0,437.0,0.38,3.78,0.38,2.93
643,8.6,0.16,0.21,31.0,494.0,0.28,4.1,0.26,3.28
644,8.5,0.11,0.18,23.0,282.0,0.32,3.82,0.38,3.1
645,8.3,0.23,0.11,38.0,494.0,0.28,3.54,0.3,2.54
646,8.0,0.16,0.319,46.0,367.0,0.4,2.72,0.28,3.58
647,8.5,0.29,0.27,54.0,296.0,0.34,2.84,0.42,3.4
648,8.1,0.23,0.37,61.0,310.0,0.26,3.24,0.36,3.4
649,8.4,0.18,0.26,41.0,437.0,0.38,3.78,0.342,2.48
650,8.7,0.29,0.21,33.0,296.0,0.3,2.98,0.38,3.56
651,8.4,0.21,0.16,26.0,437.0,0.22,2.74,0.22,3.78
652,8.3,0.13,0.11,18.0,268.0,0.28,2.76,0.36,4.24
653,8.0,0.27,0.19,23.0,310.0,0.32,2.94,0.3,3.1
654,8.7,0.2,0.18,21.0,452.0,0.26,3.26,0.28,2.42
655,8.9,0.12,0.14,46.0,480.0,0.26,3.84,0.42,3.78
656,8.6,0.18,0.21,41.0,296.0,0.38,3.7,0.24,3.4
657,8.5,0.14,0.27,26.0,254.0,0.24,4.1,0.36,2.98
658,8.8,0.11,0.2,31.0,494.0,0.32,3.7,0.4,3.54
659,8.1,0.28,0.15,20.0,381.0,0.26,3.54,0.38,3.1
660,8.5,0.31,0.26,48.0,282.0,0.34,2.8,0.269,2.92
661,8.7,0.27,0.2,59.0,339.0,0.3,3.24,0.38,3.42
662,8.6,0.18,0.28,64.0,409.0,0.28,3.8,0.28,3.4
663,8.9,0.38,0.18,51.0,282.0,0.42,3.78,0.44,4.36
664,8.7,0.21,0.17,67.0,381.0,0.28,2.902,0.26,2.88
665,8.8,0.12,0.14,61.0,423.0,0.32,3.54,0.44,2.74
666,8.6,0.17,0.1,59.0,480.0,0.26,3.1,0.28,3.26
667,8.8,0.27,0.19,51.0,325.0,0.34,3.64,0.26,4.1
668,8.3,0.18,0.26,46.0,381.0,0.44,3.78,0.38,2.82
669,8.1,0.07,0.21,46.0,296.0,0.22,3.46,0.44,4.12
670,8.4,0.16,0.18,23.0,381.0,0.28,2.82,0.36,4.62
671,8.6,0.08,0.37,28.0,353.0,0.34,3.4,0.28,3.94
672,8.2,0.06,0.41,49.0,409.0,0.24,3.78,0.32,3.12
673,8.0,0.08,0.18,44.0,353.0,0.2,3.2,0.28,3.78
674,8.7,0.08,0.11,61.0,409.0,0.4,2.94,0.36,3.42
675,8.8,0.11,0.15,46.0,494.0,0.26,3.26,0.42,4.4
676,8.1,0.12,0.21,33.0,310.0,0.32,3.78,0.28,3.24
677,8.5,0.1,0.13,26.0,466.0,0.26,3.42,0.38,3.42
678,8.3,0.21,0.17,49.0,437.0,0.24,2.8,0.42,3.78
679,8.1,0.14,0.22,67.0,381.0,0.26,2.42,0.34,3.54
680,8.5,0.19,0.14,44.0,296.0,0.32,3.78,0.28,3.1
681,8.7,0.21,0.09,28.0,494.0,0.28,3.42,0.32,2.98
682,8.6,0.16,0.15,41.0,52.0,0.34,2.98,0.28,4.24
683,8.3,0.14,0.13,33.0,423.0,0.3,3.54,0.44,3.78
684,8.8,0.11,0.1,61.0,367.0,0.26,3.4,0.4,4.1
685,8.0,0.18,0.21,36.0,310.0,0.38,2.88,0.28,4.78
686,8.5,0.31,0.18,23.0,409.0,0.42,2.78,0.38,4.1
687,8.1,0.18,0.11,44.0,452.0,0.34,3.78,0.42,4.78
688,8.9,0.13,0.13,28.0,325.0,0.26,3.94,0.38,3.24
689,8.3,0.27,0.24,23.0,508.0,0.38,4.1,0.26,3.1
690,8.6,0.21,0.14,51.0,466.0,0.42,2.98,0.54,2.88
691,8.1,0.16,0.17,36.0,310.0,0.34,3.26,0.32,3.24
692,8.4,0.11,0.21,28.0,466.0,0.3,3.4,0.24,3.42
693,8.7,0.32,0.11,31.0,268.0,0.28,3.2,0.38,2.82
694,8.6,0.19,0.19,28.0,310.0,0.36,3.64,0.28,3.78
695,8.3,0.14,0.24,33.0,367.0,0.44,3.1,0.3,3.1
696,8.9,0.19,0.21,41.0,296.0,0.28,2.98,0.24,2.46
697,8.6,0.27,0.16,26.0,395.0,0.22,3.26,0.36,3.28
698,8.2,0.21,0.14,20.0,262.0,0.36,3.78,0.42,3.7
699,8.4,0.18,0.11,38.0,381.0,0.3,2.96,0.38,2.88
700,8.7,0.13,0.17,33.0,296.0,0.22,3.24,0.44,3.64
701,8.6,0.27,0.31,54.0,409.0,0.28,3.84,0.28,2.74
702,8.5,0.17,0.21,31.0,437.0,0.24,2.92,0.32,3.1
703,8.8,0.41,0.18,18.0,395.0,0.36,3.18,0.28,2.96
704,8.7,0.29,0.14,33.0,381.0,0.24,3.7,0.28,2.9
705,8.3,0.24,0.11,49.0,282.0,0.32,2.98,0.44,3.24
706,8.5,0.18,0.18,28.0,423.0,0.28,2.42,0.36,3.78
707,8.4,0.22,0.21,20.0,452.0,0.3,2.78,0.48,4.18
708,8.8,0.18,0.15,41.0,367.0,0.32,3.64,0.42,3.82
709,8.7,0.32,0.11,44.0,310.0,0.24,2.82,0.28,2.94
710,8.6,0.41,0.13,23.0,437.0,0.38,3.2,0.3,3.1
711,8.3,0.27,0.21,18.0,466.0,0.4,3.1,0.24,2.76
712,8.1,0.21,0.17,41.0,395.0,0.24,2.98,0.32,3.18
713,8.5,0.14,0.11,28.0,480.0,0.36,3.24,0.44,2.44
714,8.6,0.13,0.19,33.0,325.0,0.28,3.84,0.28,2.74
715,8.7,0.22,0.17,59.0,409.0,0.24,2.92,0.32,3.1
716,8.5,0.18,0.11,64.0,437.0,0.36,3.18,0.28,2.96
717,8.6,0.13,0.16,51.0,466.0,0.3,2.46,0.46,3.82
718,8.7,0.21,0.22,33.0,268.0,0.24,2.78,0.32,3.7
719,8.3,0.18,0.14,18.0,452.0,0.38,3.1,0.24,3.98
720,8.5,0.13,0.17,67.0,268.0,0.3,2.46,0.36,3.78
721,8.6,0.21,0.14,49.0,310.0,0.24,3.2,0.3,2.94
722,8.7,0.18,0.21,41.0,423.0,0.38,3.4,0.46,3.98
723,8.6,0.17,0.27,41.0,381.0,0.28,3.42,0.42,4.78
724,8.5,0.31,0.18,26.0,325.0,0.32,3.8,0.38,3.58
725,8.8,0.21,0.21,20.0,409.0,0.26,3.18,0.346,3.4
726,8.6,0.18,0.19,23.0,339.0,0.3,2.8,0.32,3.62
727,8.7,0.14,0.16,31.0,296.0,0.28,3.56,0.44,3.1
